Prenom,Nom,CodeCours,NomCours,Session,Note (%)
Sam,Gagnon,420-011-3R1,Developpement Web I,1,74
Charlie,Pelletier,420-011-3R1,Developpement Web I,1,81
Morgan,Lefebvre,420-011-3R1,Developpement Web I,1,68
Morgan,Tremblay,420-011-3R1,Developpement Web I,1,94
Jamie,Gauthier,420-011-3R1,Developpement Web I,1,97
Casey,Pelletier,420-011-3R1,Developpement Web I,1,74
Jamie,Lefebvre,420-011-3R1,Developpement Web I,1,64
Morgan,Tremblay,420-011-3R1,Developpement Web I,1,39
Sam,Lefebvre,420-011-3R1,Developpement Web I,1,89
Morgan,Fortin,420-011-3R1,Developpement Web I,1,76
Sam,Roy,420-011-3R1,Developpement Web I,1,93
Taylor,Morin,420-011-3R1,Developpement Web I,1,70
Morgan,Gauthier,420-011-3R1,Developpement Web I,1,76
Alex,Morin,420-011-3R1,Developpement Web I,1,77
Cameron,Bouchard,420-011-3R1,Developpement Web I,1,65
Jordan,Morin,420-011-3R1,Developpement Web I,1,77
Sam,Lefebvre,420-011-3R1,Developpement Web I,1,85
Casey,Fortin,420-011-3R1,Developpement Web I,1,87
Robin,Lefebvre,420-011-3R1,Developpement Web I,1,71
Charlie,Lefebvre,420-011-3R1,Developpement Web I,1,49
Robin,Pelletier,420-011-3R1,Developpement Web I,1,75
Jamie,Gagnon,420-011-3R1,Developpement Web I,1,86
Morgan,Fortin,420-011-3R1,Developpement Web I,1,68
Charlie,Gagnon,420-011-3R1,Developpement Web I,1,69
Cameron,Morin,420-011-3R1,Developpement Web I,1,79
Alex,Bouchard,420-011-3R1,Developpement Web I,1,51
Casey,Roy,420-011-3R1,Developpement Web I,1,36
Robin,Gauthier,420-011-3R1,Developpement Web I,1,48
Cameron,Morin,420-011-3R1,Developpement Web I,1,65
Alex,Gauthier,420-011-3R1,Developpement Web I,1,91
Cameron,Morin,420-011-3R1,Developpement Web I,1,45
Jamie,Roy,420-011-3R1,Developpement Web I,1,64
Casey,Morin,420-011-3R1,Developpement Web I,1,100
Casey,Gagnon,420-011-3R1,Developpement Web I,1,88
Taylor,Fortin,420-011-3R1,Developpement Web I,1,67
Casey,Gagnon,420-011-3R1,Developpement Web I,1,94
Charlie,Bouchard,420-011-3R1,Developpement Web I,1,43
Casey,Tremblay,420-011-3R1,Developpement Web I,1,44
Charlie,Tremblay,420-011-3R1,Developpement Web I,1,78
Jordan,Pelletier,420-011-3R1,Developpement Web I,1,40
Taylor,Gagnon,420-011-3R1,Developpement Web I,1,88
Jordan,Pelletier,420-011-3R1,Developpement Web I,1,89
Jordan,Morin,420-011-3R1,Developpement Web I,1,84
Jamie,Tremblay,420-011-3R1,Developpement Web I,1,45
Charlie,Lavoie,420-011-3R1,Developpement Web I,1,43
Alex,Tremblay,420-011-3R1,Developpement Web I,1,56
Jamie,Roy,420-011-3R1,Developpement Web I,1,78
Taylor,Roy,420-011-3R1,Developpement Web I,1,77
Alex,Tremblay,420-011-3R1,Developpement Web I,1,53
Charlie,Lefebvre,420-011-3R1,Developpement Web I,1,63
Taylor,Lavoie,420-011-3R1,Developpement Web I,1,82
Robin,Gagnon,420-011-3R1,Developpement Web I,1,98
Taylor,Lavoie,420-011-3R1,Developpement Web I,1,68
Charlie,Lefebvre,420-011-3R1,Developpement Web I,1,97
Casey,Fortin,420-011-3R1,Developpement Web I,1,84
Jordan,Roy,420-011-3R1,Developpement Web I,1,40
Charlie,Pelletier,420-011-3R1,Developpement Web I,1,81
Sam,Bouchard,420-011-3R1,Developpement Web I,1,89
Jamie,Morin,420-011-3R1,Developpement Web I,1,45
Jordan,Fortin,420-011-3R1,Developpement Web I,1,90
Morgan,Roy,420-011-3R1,Developpement Web I,1,70
Charlie,Tremblay,420-011-3R1,Developpement Web I,1,43
Sam,Fortin,420-011-3R1,Developpement Web I,1,84
Sam,Bouchard,420-011-3R1,Developpement Web I,1,73
Alex,Lefebvre,420-011-3R1,Developpement Web I,1,71
Morgan,Fortin,420-011-3R1,Developpement Web I,1,53
Alex,Morin,420-011-3R1,Developpement Web I,1,92
Jordan,Fortin,420-011-3R1,Developpement Web I,1,76
Robin,Pelletier,420-011-3R1,Developpement Web I,1,82
Jamie,Tremblay,420-011-3R1,Developpement Web I,1,62
Casey,Fortin,420-011-3R1,Developpement Web I,1,51
Taylor,Lavoie,420-011-3R1,Developpement Web I,1,100
Sam,Tremblay,420-011-3R1,Developpement Web I,1,72
Casey,Pelletier,420-011-3R1,Developpement Web I,1,99
Jamie,Fortin,420-011-3R1,Developpement Web I,1,54
Alex,Lavoie,420-011-3R1,Developpement Web I,1,49
Jamie,Lefebvre,420-011-3R1,Developpement Web I,1,99
Alex,Morin,420-011-3R1,Developpement Web I,1,77
Sam,Roy,420-011-3R1,Developpement Web I,1,96
Jamie,Gauthier,420-011-3R1,Developpement Web I,1,78
Sam,Lefebvre,420-011-3R1,Developpement Web I,1,48
Ronald,MacDounald,420-011-4R1,Introduction a la programmation,1,39
Homer,Simpson,420-011-4R1,Introduction a la programmation,1,82
Doctor,Doogie,420-011-4R1,Introduction a la programmation,1,52
Jordan,Gauthier,420-011-4R1,Introduction a la programmation,1,56
Taylor,Lavoie,420-011-4R1,Introduction a la programmation,1,98
Jordan,Bouchard,420-011-4R1,Introduction a la programmation,1,79
Jordan,Gagnon,420-011-4R1,Introduction a la programmation,1,89
Alex,Morin,420-011-4R1,Introduction a la programmation,1,46
Charlie,Lavoie,420-011-4R1,Introduction a la programmation,1,58
Casey,Bouchard,420-011-4R1,Introduction a la programmation,1,71
Sam,Fortin,420-011-4R1,Introduction a la programmation,1,66
Alex,Tremblay,420-011-4R1,Introduction a la programmation,1,40
Jamie,Pelletier,420-011-4R1,Introduction a la programmation,1,93
Jordan,Lavoie,420-011-4R1,Introduction a la programmation,1,85
Jamie,Roy,420-011-4R1,Introduction a la programmation,1,49
Casey,Roy,420-011-4R1,Introduction a la programmation,1,66
Cameron,Pelletier,420-011-4R1,Introduction a la programmation,1,39
Taylor,Gauthier,420-011-4R1,Introduction a la programmation,1,61
Casey,Bouchard,420-011-4R1,Introduction a la programmation,1,72
Morgan,Lefebvre,420-011-4R1,Introduction a la programmation,1,99
Robin,Lavoie,420-011-4R1,Introduction a la programmation,1,81
Casey,Gagnon,420-011-4R1,Introduction a la programmation,1,81
Alex,Fortin,420-011-4R1,Introduction a la programmation,1,66
Morgan,Roy,420-011-4R1,Introduction a la programmation,1,96
Charlie,Roy,420-011-4R1,Introduction a la programmation,1,81
Alex,Gauthier,420-011-4R1,Introduction a la programmation,1,46
Robin,Tremblay,420-011-4R1,Introduction a la programmation,1,75
Cameron,Lavoie,420-011-4R1,Introduction a la programmation,1,99
Taylor,Lavoie,420-011-4R1,Introduction a la programmation,1,65
Casey,Gauthier,420-011-4R1,Introduction a la programmation,1,43
Robin,Roy,420-011-4R1,Introduction a la programmation,1,95
Jamie,Bouchard,420-011-4R1,Introduction a la programmation,1,83
Jamie,Roy,420-011-4R1,Introduction a la programmation,1,93
Casey,Roy,420-011-4R1,Introduction a la programmation,1,35
Morgan,Gagnon,420-011-4R1,Introduction a la programmation,1,68
Jamie,Gauthier,420-011-4R1,Introduction a la programmation,1,72
Robin,Gagnon,420-011-4R1,Introduction a la programmation,1,52
Sam,Bouchard,420-011-4R1,Introduction a la programmation,1,81
Alex,Pelletier,420-011-4R1,Introduction a la programmation,1,58
Sam,Gagnon,420-011-4R1,Introduction a la programmation,1,85
Charlie,Pelletier,420-011-4R1,Introduction a la programmation,1,81
Morgan,Lefebvre,420-011-4R1,Introduction a la programmation,1,88
Morgan,Tremblay,420-011-4R1,Introduction a la programmation,1,55
Jamie,Gauthier,420-011-4R1,Introduction a la programmation,1,81
Casey,Pelletier,420-011-4R1,Introduction a la programmation,1,86
Jamie,Lefebvre,420-011-4R1,Introduction a la programmation,1,65
Morgan,Tremblay,420-011-4R1,Introduction a la programmation,1,78
Sam,Lefebvre,420-011-4R1,Introduction a la programmation,1,99
Morgan,Fortin,420-011-4R1,Introduction a la programmation,1,72
Sam,Roy,420-011-4R1,Introduction a la programmation,1,75
Taylor,Morin,420-011-4R1,Introduction a la programmation,1,62
Morgan,Gauthier,420-011-4R1,Introduction a la programmation,1,39
Alex,Morin,420-011-4R1,Introduction a la programmation,1,77
Cameron,Bouchard,420-011-4R1,Introduction a la programmation,1,50
Jordan,Morin,420-011-4R1,Introduction a la programmation,1,91
Sam,Lefebvre,420-011-4R1,Introduction a la programmation,1,59
Casey,Fortin,420-011-4R1,Introduction a la programmation,1,70
Robin,Lefebvre,420-011-4R1,Introduction a la programmation,1,79
Charlie,Lefebvre,420-011-4R1,Introduction a la programmation,1,38
Robin,Pelletier,420-011-4R1,Introduction a la programmation,1,94
Jamie,Gagnon,420-011-4R1,Introduction a la programmation,1,56
Morgan,Fortin,420-011-4R1,Introduction a la programmation,1,45
Charlie,Gagnon,420-011-4R1,Introduction a la programmation,1,66
Cameron,Morin,420-011-4R1,Introduction a la programmation,1,75
Alex,Bouchard,420-011-4R1,Introduction a la programmation,1,82
Casey,Roy,420-011-4R1,Introduction a la programmation,1,93
Robin,Gauthier,420-011-4R1,Introduction a la programmation,1,48
Cameron,Morin,420-011-4R1,Introduction a la programmation,1,42
Alex,Gauthier,420-011-4R1,Introduction a la programmation,1,41
Cameron,Morin,420-011-4R1,Introduction a la programmation,1,72
Jamie,Roy,420-011-4R1,Introduction a la programmation,1,37
Casey,Morin,420-011-4R1,Introduction a la programmation,1,64
Casey,Gagnon,420-011-4R1,Introduction a la programmation,1,53
Taylor,Fortin,420-011-4R1,Introduction a la programmation,1,40
Casey,Gagnon,420-011-4R1,Introduction a la programmation,1,73
Charlie,Bouchard,420-011-4R1,Introduction a la programmation,1,59
Casey,Tremblay,420-011-4R1,Introduction a la programmation,1,76
Charlie,Tremblay,420-011-4R1,Introduction a la programmation,1,83
Jordan,Pelletier,420-011-4R1,Introduction a la programmation,1,43
Taylor,Gagnon,420-011-4R1,Introduction a la programmation,1,68
Jordan,Pelletier,420-011-4R1,Introduction a la programmation,1,87
Jordan,Morin,420-011-4R1,Introduction a la programmation,1,95
Jamie,Tremblay,420-011-4R1,Introduction a la programmation,1,63
Charlie,Lavoie,420-011-4R1,Introduction a la programmation,1,98
Alex,Tremblay,420-011-4R1,Introduction a la programmation,1,48
Jamie,Roy,420-011-4R1,Introduction a la programmation,1,80
Taylor,Roy,420-011-4R1,Introduction a la programmation,1,53
Alex,Tremblay,420-011-4R1,Introduction a la programmation,1,72
Charlie,Lefebvre,420-011-4R1,Introduction a la programmation,1,42
Taylor,Lavoie,420-011-4R1,Introduction a la programmation,1,85
Robin,Gagnon,420-011-4R1,Introduction a la programmation,1,91
Taylor,Lavoie,420-011-4R1,Introduction a la programmation,1,41
Charlie,Lefebvre,420-011-4R1,Introduction a la programmation,1,87
Casey,Fortin,420-011-4R1,Introduction a la programmation,1,82
Jordan,Roy,420-011-4R1,Introduction a la programmation,1,76
Charlie,Pelletier,420-011-4R1,Introduction a la programmation,1,51
Sam,Bouchard,420-011-4R1,Introduction a la programmation,1,99
Jamie,Morin,420-011-4R1,Introduction a la programmation,1,87
Jordan,Fortin,420-011-4R1,Introduction a la programmation,1,56
Morgan,Roy,420-011-4R1,Introduction a la programmation,1,50
Charlie,Tremblay,420-011-4R1,Introduction a la programmation,1,44
Sam,Fortin,420-011-4R1,Introduction a la programmation,1,44
Sam,Bouchard,420-011-4R1,Introduction a la programmation,1,58
Alex,Lefebvre,420-011-4R1,Introduction a la programmation,1,81
Morgan,Fortin,420-011-4R1,Introduction a la programmation,1,56
Alex,Morin,420-011-4R1,Introduction a la programmation,1,38
Jordan,Fortin,420-011-4R1,Introduction a la programmation,1,73
Robin,Pelletier,420-011-4R1,Introduction a la programmation,1,69
Jamie,Tremblay,420-011-4R1,Introduction a la programmation,1,87
Casey,Fortin,420-011-4R1,Introduction a la programmation,1,72
Taylor,Lavoie,420-011-4R1,Introduction a la programmation,1,45
Sam,Tremblay,420-011-4R1,Introduction a la programmation,1,81
Casey,Pelletier,420-011-4R1,Introduction a la programmation,1,46
Jamie,Fortin,420-011-4R1,Introduction a la programmation,1,76
Alex,Lavoie,420-011-4R1,Introduction a la programmation,1,41
Jamie,Lefebvre,420-011-4R1,Introduction a la programmation,1,78
Alex,Morin,420-011-4R1,Introduction a la programmation,1,95
Sam,Roy,420-011-4R1,Introduction a la programmation,1,62
Jamie,Gauthier,420-011-4R1,Introduction a la programmation,1,62
Sam,Lefebvre,420-011-4R1,Introduction a la programmation,1,51
Ronald,MacDounald,420-013-4R1,Metiers-Technologies-Applications,1,92
Homer,Simpson,420-013-4R1,Metiers-Technologies-Applications,1,73
Doctor,Doogie,420-013-4R1,Metiers-Technologies-Applications,1,51
Jordan,Gauthier,420-013-4R1,Metiers-Technologies-Applications,1,43
Taylor,Lavoie,420-013-4R1,Metiers-Technologies-Applications,1,69
Jordan,Bouchard,420-013-4R1,Metiers-Technologies-Applications,1,76
Jordan,Gagnon,420-013-4R1,Metiers-Technologies-Applications,1,66
Alex,Morin,420-013-4R1,Metiers-Technologies-Applications,1,65
Charlie,Lavoie,420-013-4R1,Metiers-Technologies-Applications,1,73
Casey,Bouchard,420-013-4R1,Metiers-Technologies-Applications,1,98
Sam,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,41
Alex,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,98
Jamie,Pelletier,420-013-4R1,Metiers-Technologies-Applications,1,78
Jordan,Lavoie,420-013-4R1,Metiers-Technologies-Applications,1,71
Jamie,Roy,420-013-4R1,Metiers-Technologies-Applications,1,96
Casey,Roy,420-013-4R1,Metiers-Technologies-Applications,1,78
Cameron,Pelletier,420-013-4R1,Metiers-Technologies-Applications,1,84
Taylor,Gauthier,420-013-4R1,Metiers-Technologies-Applications,1,62
Casey,Bouchard,420-013-4R1,Metiers-Technologies-Applications,1,43
Morgan,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,89
Robin,Lavoie,420-013-4R1,Metiers-Technologies-Applications,1,78
Casey,Gagnon,420-013-4R1,Metiers-Technologies-Applications,1,54
Alex,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,81
Morgan,Roy,420-013-4R1,Metiers-Technologies-Applications,1,43
Charlie,Roy,420-013-4R1,Metiers-Technologies-Applications,1,75
Alex,Gauthier,420-013-4R1,Metiers-Technologies-Applications,1,69
Robin,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,58
Cameron,Lavoie,420-013-4R1,Metiers-Technologies-Applications,1,45
Taylor,Lavoie,420-013-4R1,Metiers-Technologies-Applications,1,38
Casey,Gauthier,420-013-4R1,Metiers-Technologies-Applications,1,86
Robin,Roy,420-013-4R1,Metiers-Technologies-Applications,1,98
Jamie,Bouchard,420-013-4R1,Metiers-Technologies-Applications,1,61
Jamie,Roy,420-013-4R1,Metiers-Technologies-Applications,1,89
Casey,Roy,420-013-4R1,Metiers-Technologies-Applications,1,53
Morgan,Gagnon,420-013-4R1,Metiers-Technologies-Applications,1,74
Jamie,Gauthier,420-013-4R1,Metiers-Technologies-Applications,1,60
Robin,Gagnon,420-013-4R1,Metiers-Technologies-Applications,1,81
Sam,Bouchard,420-013-4R1,Metiers-Technologies-Applications,1,47
Alex,Pelletier,420-013-4R1,Metiers-Technologies-Applications,1,38
Sam,Gagnon,420-013-4R1,Metiers-Technologies-Applications,1,35
Charlie,Pelletier,420-013-4R1,Metiers-Technologies-Applications,1,43
Morgan,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,75
Morgan,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,39
Jamie,Gauthier,420-013-4R1,Metiers-Technologies-Applications,1,96
Casey,Pelletier,420-013-4R1,Metiers-Technologies-Applications,1,64
Jamie,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,40
Morgan,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,71
Sam,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,79
Morgan,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,42
Sam,Roy,420-013-4R1,Metiers-Technologies-Applications,1,57
Taylor,Morin,420-013-4R1,Metiers-Technologies-Applications,1,50
Morgan,Gauthier,420-013-4R1,Metiers-Technologies-Applications,1,42
Alex,Morin,420-013-4R1,Metiers-Technologies-Applications,1,72
Cameron,Bouchard,420-013-4R1,Metiers-Technologies-Applications,1,36
Jordan,Morin,420-013-4R1,Metiers-Technologies-Applications,1,48
Sam,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,47
Casey,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,67
Robin,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,54
Charlie,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,84
Robin,Pelletier,420-013-4R1,Metiers-Technologies-Applications,1,45
Jamie,Gagnon,420-013-4R1,Metiers-Technologies-Applications,1,67
Morgan,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,43
Charlie,Gagnon,420-013-4R1,Metiers-Technologies-Applications,1,39
Cameron,Morin,420-013-4R1,Metiers-Technologies-Applications,1,49
Alex,Bouchard,420-013-4R1,Metiers-Technologies-Applications,1,80
Casey,Roy,420-013-4R1,Metiers-Technologies-Applications,1,47
Robin,Gauthier,420-013-4R1,Metiers-Technologies-Applications,1,85
Cameron,Morin,420-013-4R1,Metiers-Technologies-Applications,1,53
Alex,Gauthier,420-013-4R1,Metiers-Technologies-Applications,1,82
Cameron,Morin,420-013-4R1,Metiers-Technologies-Applications,1,57
Jamie,Roy,420-013-4R1,Metiers-Technologies-Applications,1,38
Casey,Morin,420-013-4R1,Metiers-Technologies-Applications,1,71
Casey,Gagnon,420-013-4R1,Metiers-Technologies-Applications,1,79
Taylor,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,68
Casey,Gagnon,420-013-4R1,Metiers-Technologies-Applications,1,81
Charlie,Bouchard,420-013-4R1,Metiers-Technologies-Applications,1,90
Casey,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,39
Charlie,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,100
Jordan,Pelletier,420-013-4R1,Metiers-Technologies-Applications,1,97
Taylor,Gagnon,420-013-4R1,Metiers-Technologies-Applications,1,68
Jordan,Pelletier,420-013-4R1,Metiers-Technologies-Applications,1,62
Jordan,Morin,420-013-4R1,Metiers-Technologies-Applications,1,87
Jamie,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,85
Charlie,Lavoie,420-013-4R1,Metiers-Technologies-Applications,1,44
Alex,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,92
Jamie,Roy,420-013-4R1,Metiers-Technologies-Applications,1,41
Taylor,Roy,420-013-4R1,Metiers-Technologies-Applications,1,70
Alex,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,81
Charlie,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,62
Taylor,Lavoie,420-013-4R1,Metiers-Technologies-Applications,1,76
Robin,Gagnon,420-013-4R1,Metiers-Technologies-Applications,1,40
Taylor,Lavoie,420-013-4R1,Metiers-Technologies-Applications,1,36
Charlie,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,42
Casey,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,58
Jordan,Roy,420-013-4R1,Metiers-Technologies-Applications,1,79
Charlie,Pelletier,420-013-4R1,Metiers-Technologies-Applications,1,62
Sam,Bouchard,420-013-4R1,Metiers-Technologies-Applications,1,63
Jamie,Morin,420-013-4R1,Metiers-Technologies-Applications,1,66
Jordan,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,85
Morgan,Roy,420-013-4R1,Metiers-Technologies-Applications,1,56
Charlie,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,88
Sam,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,74
Sam,Bouchard,420-013-4R1,Metiers-Technologies-Applications,1,58
Alex,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,64
Morgan,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,71
Alex,Morin,420-013-4R1,Metiers-Technologies-Applications,1,68
Jordan,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,75
Robin,Pelletier,420-013-4R1,Metiers-Technologies-Applications,1,67
Jamie,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,73
Casey,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,57
Taylor,Lavoie,420-013-4R1,Metiers-Technologies-Applications,1,93
Sam,Tremblay,420-013-4R1,Metiers-Technologies-Applications,1,83
Casey,Pelletier,420-013-4R1,Metiers-Technologies-Applications,1,62
Jamie,Fortin,420-013-4R1,Metiers-Technologies-Applications,1,61
Alex,Lavoie,420-013-4R1,Metiers-Technologies-Applications,1,84
Jamie,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,52
Alex,Morin,420-013-4R1,Metiers-Technologies-Applications,1,51
Sam,Roy,420-013-4R1,Metiers-Technologies-Applications,1,69
Jamie,Gauthier,420-013-4R1,Metiers-Technologies-Applications,1,36
Sam,Lefebvre,420-013-4R1,Metiers-Technologies-Applications,1,68
Ronald,MacDounald,601-110-1MQ,ecriture et litterature,1,35
Homer,Simpson,601-110-1MQ,ecriture et litterature,1,42
Doctor,Doogie,601-110-1MQ,ecriture et litterature,1,78
Jordan,Gauthier,601-110-1MQ,ecriture et litterature,1,66
Taylor,Lavoie,601-110-1MQ,ecriture et litterature,1,77
Jordan,Bouchard,601-110-1MQ,ecriture et litterature,1,79
Jordan,Gagnon,601-110-1MQ,ecriture et litterature,1,88
Alex,Morin,601-110-1MQ,ecriture et litterature,1,100
Charlie,Lavoie,601-110-1MQ,ecriture et litterature,1,79
Casey,Bouchard,601-110-1MQ,ecriture et litterature,1,46
Sam,Fortin,601-110-1MQ,ecriture et litterature,1,82
Alex,Tremblay,601-110-1MQ,ecriture et litterature,1,43
Jamie,Pelletier,601-110-1MQ,ecriture et litterature,1,36
Jordan,Lavoie,601-110-1MQ,ecriture et litterature,1,69
Jamie,Roy,601-110-1MQ,ecriture et litterature,1,64
Casey,Roy,601-110-1MQ,ecriture et litterature,1,94
Cameron,Pelletier,601-110-1MQ,ecriture et litterature,1,60
